0.95,0.95,0.95,0.95,0.95,0.7,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.7,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.7,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.68,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.67,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.71,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.68,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.68,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.7,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.71,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.68,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.68,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.71,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.68,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.69,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.67,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.71,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.67,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.68,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.69,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.7,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.67,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.68,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.7,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.7,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.7,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.69,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.71,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.68,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.7,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.68,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.71,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.68,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.7,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.68,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.68,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.71,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.68,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.7,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.7,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.68,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.71,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.7,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.68,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.68,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.74,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.7,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.7,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.7,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.68,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.65,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.7,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.7,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.7,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.68,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.7,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.7,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.7,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.7,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.7,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.71,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.68,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.71,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.72,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.68,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.68,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.68,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.71,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.68,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.68,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.7,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.68,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.7,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.7,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.7,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.7,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.68,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.7,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.7,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.68,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.68,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.65,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.68,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.68,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.7,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.72,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.71,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.71,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.69,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.68,0.95,0.95,1
0.95,0.95,0.87,0.95,0.95,0.69,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.68,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.68,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.68,0.95,0.95,1
0.95,0.95,0.95,0.95,0.95,0.64,0.95,0.95,1
